NO,TITLE,REFRENCE NO. ,DATE,URL LINK,Keyword/s,Category,Responsible Office
769,Clarification on Section 323 of the Local Government Code of 1991.,LO-015S2013,28/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014828_8dbfd7ac5f.pdf,Clarification on Section 323,,
768,Requesting the DILG opinion on whether the former staff of deceased Vice Governor Sanchez may claim their overtime pay witheld based on the Office of the President's decision in O.P. Case no. 10-K-504,LO-016S2013,28/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014828_30b5674a76.pdf,Case no. 10-K-504,,
767,"Query on the legality or validity of such replacement of the Chairman of the Committee on Finance, Budget and ways of means, and what is the scope of the phrase ""no other business"" in Section 323 of the ""Local Government Code of 1991""?",LO-017S2013,28/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014828_5dcbefa979.pdf,Local Government Code of 1991,,
766,The legality of the assumption of Vice-Mayor Belen Fernandez as Acting Mayor of Dagupan City,LO-018S2013,28/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014828_e88a803892.pdf, legality of the assumption,,
765,"DILG rendered Legal Opinion No. 12,S2013 dated 18 April 2013 in reply to the query relative to the request of SP Member of Masbate,for the Regional Office of the Department of Budget and Management,in the aforesaid opinion,clarified that the Department's duty of rendering legal opinions have its limitations.",LO-019S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_16f9274aea.pdf,"Legal Opinion No. 12,S2013",,
764,Explanation on Section 46 (a) of the Local Government Code of 1991,LO-020S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_70f91d2ba5.pdf,Local Government Code of 1991,,
763,Seeking Clarification on the extent of the powers of a Mayor,LO-021S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_1e79cb8ad2.pdf,Seeking Clarification ,,
762,Opinion on whether or not the Local Government Unit (LGU) has the authority to impose taxes upon the business enterprises operating within PHIVIDEC Industrial Estate-Misamis Oriental Special Economic Zone (PIEMO-SEZ); as between the LGU and PIEMO-SEZ; who has the better right to issue business permits to business enterprise operating within PIEMO-SEZ,LO-022S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_81cb330191.pdf, PHIVIDEC Industrial Estate-Misamis Oriental Special Economic Zone,,
761,Opinion regarding the Resolution no. 119 and 120 of the Sangguniang Panlalawigan of Rizal which declared City Resolution no. 2013-013 (Annual Investment Plan) and City Appropriation Ordinance no. 2013-001 (Annual Budget) is invalid and inoperative on the sole ground that only eight (8) member of the Sangguniang Panglungsod of Antipolo City,LO-023S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_e986b3b666.pdf, City Resolution no. 2013-013,,
760,Does the retroactive effect of Appropriation Ordinance enable Local Government to enter into Contracts prior to the approval of their Budget,LO-024S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_a270e5cc32.pdf,retroactive effect ,,
759,"Opinion on whether Atty. Ayla V Alim,City Councilor of Mandaluyong City may be entitled to her salaries, wages, benefits and other emoluments due and owing to her as a City Councilor during the period of Sabbatical leave for studies abroad.", LO-025S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_0249b2d580.pdf,"entitled to her salaries, wages, benefits",,
758,The prohibition in Section 90 of Republic Act no. 7160 (Local Government Code of 1991) and Section 7 of Republic Act no. 6713 (Code of Conduct and Ethical Standards for Public Officials and Employees),LO-026S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_7c67f04d25.pdf, Section 90 of Republic Act no. 7160 ,,
757,"Opinion concerning the applicability of Section 62 (c) of Republic Act no. 7160,otherwise known as the Local Government Code of 1991",LO-027S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_0af202397c.pdf,Republic Act no. 7160,,
756,"Seeking DILG Opinion and on Guidance on the official status of Punong Barangay Job Gecobe Lapitan of Bangar, Solano, Nueva Vizcaya",LO-028S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_ad36a0fafa.pdf,Seeking DILG Opinion,,
755,"Opinion on who has the rights (priority)in utilizing the water Resource for public use, it appears that there's a gap between the National Water Resources Board (NWRB) and DILG.Is the NWRB has do power to issue a cease and deceased (sic) order to stop this private corporation",LO-029S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_918f12cba6.pdf,National Water Resources Board,,
754,"DILG opinion no. 17,S2005 that divestment as referred to in Section 9 of Republic Act no. 6713 or the Code of Conduct and Ethical Standards for public officials and employees is proper only in case a conflict of interest exists",LO-030S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_0b46c5bf39.pdf,"DILG opinion no. 17,S2005",,
753,"Opinion on the powers of the Local Chief Executive (LCE), to order for a deferment of an order from a quasi-judicial body citing possible disruption of the peace and order therein as well as the general welfare of constituents who may be in the crossfire in case of violence occurs in the implementation of the order",LO-031S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_223789affb.pdf,Local Chief Executive ,,
752,"Requesting Clarification re. Can LGU in Boracay really prohibit the use of the ocean, and what is the punishment for a Mayor who does not follow the law, rules and regulations",LO-032S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_53b34b28f8.pdf,Requesting Clarification,,
751,"Opinion on whether or not the necessity of upgrading / raising of roads and drainage system by a local government units falls within the purview of 5.0, 5.1.7 or 5.1.8 of the Joint Memorandum Circular no. 2013-1 (JMC No. 2013-1) issued on 25 march 2013 by the National Disaster Risk Reduction and Management Council (NDRRMC), DBM and DILG",LO-033S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_e8cd52e77d.pdf,Joint Memorandum Circular no. 2013-1,,
750,Seeking a legal opinion on the propriety and validity of certain appropriations for the office of the Vice Mayor and the Sangguniang Panglungsod,LO-034S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_ac79d6d538.pdf,Seeking a legal opinion,,
749,Requesting for a legal opinion on the proper interpretation of the Three-Term Rule vis-avis PB Doloriel's case,LO-036S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_699120bf11.pdf, Three-Term Rule,,
748,"Opinion in relation to Carrascal Municipal Ordinance No. 02,S2012",LO-037S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_6471ebeb2d.pdf,"Carrascal Municipal Ordinance No. 02,S2012",,
747,"Opinion on the legality of the imposition of additional fee by Barangay officials to cable link, considering the congressional Franchise granted to it under RA 9382",LO-038S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_bb757c0101.pdf,RA 9382,,
746,"Clarification whether the National Liga ng mga barangay thru its opinion dated 27 November has the authority to reverse and / or modify DILG LO no. 113, S dated 05 December 2007 and purpose of the forthcoming Liga ng mga Barangay (LnB) Chapter Elections which shall prevail :DILG LO no 113 S 2007",LO-039S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_804874d49e.pdf, DILG LO no. 113,,
745,"Whether or not non-paying and non-complying member Barangay of the Association of Barangay Councils (ABC), to as the Cebu City Chapter of the LnB, may still be allowed to nominate, to vote for, and / or be voted upon as a candidate during the election of the new set of officers and Board of Directors",LO-040S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_cba7b42939.pdf,Association of Barangay Councils,,
744,Clarification on the issues pertaining to the release of the 2013 Priority Development Assistance Fund (PDAF) for Local Development Project in light of the 19 November 2013 Supreme Court En Banc's ruling on the unconstitutionality of the entire 2013 PDAF Article,LO-041S2013,29/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014829_9744ab66b3.pdf, Priority Development Assistance Fund,,
743,"Seeking guidance on whether to proceed with the procurement of one unit multicab intended for Barangay Malawog, Sta. Barbara, Iloilo to be source from the PDAF of Senator Ferdinand ""Bongbong"" Marcos,Jr.",LO-001S2014,01/09/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201491_e1820131be.pdf,PDAF of Senator Ferdinand ,,
742,"Opinion on the Validity of the disapproval of E.O. No. 40 by the Provincial Governor on review, and query on the status of the contract as a legal consequences of such disapproval",LO-002S2014,01/09/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201491_73800361d8.pdf,validity of the disapproval ,,
741,Requesting that Ascendant's Fountain Inc. (AFI) be exempted from paying the yearly business permit issued by Las Pi̱as City,LO-003S2014,01/09/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201491_f3f7f7d80b.pdf,LO-003S2014,,
740,Requesting that Ascendant's Fountain Inc. (AFI) be exempted from paying the yearly business permit issued by Las Pi̱as City,LO-004S2014,01/09/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201491_b07f6f18d8.pdf,LO-004S2014,,
739,"Opinion on whether the Commission on Audit's (COA) prescribed salary grade of a City Vice-Mayor (SG26/S1) prevails / supersedes Sec. 9 (a) of Republic Act No. 8297, otherwise konwn as the ""Charter of the City of Kabankalan.""",LO-005S2014,01/09/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201491_ea87bbe8c9.pdf,prescribed salary grade of a City Vice-Mayor,,
738,Requirements for a Local Government Unit (LGU) loan application,LO-006S2014,01/09/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201491_ccf6ef444e.pdf,Commission on Audit's,,
737,Request for legal opinion on the validity of the Contract of Services entered into by the Municipal Mayor without prior Authorization of the Sangguniang Bayan,LO-007S2014,01/09/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201491_1f89dc9aac.pdf,validity of the Contract of Services ,,
736,Seeking an opinion on whether the City of Butuan can use the Public Private Partnership (Competitive Challenge / unsolicited proposal for joint ventures) through its own PPP code to undertake the dredging projects as a measure for Disaster Risk Reduction and Mitigation,LO-008S2014,01/09/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201491_44ebf5aa0c.pdf,Seeking an opinion on whether the City of Butuan,,
735,Request for DILG Opinion on the City Government plan to build a Local Disaster Preparedness Center which will also house the Central Fire Station and if the same is justified under 5.1.8 of Joint Memorandum Circular No. 2013-1 dated 25 March 2013,LO-009S2014,01/09/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201491_21474273f8.pdf,Joint Memorandum Circular No. 2013-1,,
734,Request for opinion on the validity or legality of the Pasay City Government adherence to the procedures under the 2008 NEDA Joint Venture (JV) guidelines together with supporting documents,LO-010S2014,01/09/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201491_8383ca79d2.pdf,NEDA Joint Venture,,
733,"Request for legal opinion on the validity of the clauses contained in the contractual Joint Venture Agreement (JVA) entered into between the City Government of Paranaque and Altech Contractors, Inc. on 05 February 2010",LO-011S2014,01/09/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201491_b4b13b50b8.pdf,contractual Joint Venture Agreement,,
732,"Opinion and guidance on whether a losing candidate for the position of Sangguniang Bayan member last 2013 Synchronized Local Barangay Elections, is qualified to represent the Indigenous Cultural Communities / Indigenous Peoples (ICCs / IPs)",LO-12S2014,04/09/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201494_02d3955071.pdf, Synchronized Local Barangay Elections,,
731,"Opinion on whether an Indigenous People (IP) who ran and lost in the recent National elections and was subsequently selected as an IP Mandatory Representative is or not covered by the prohibition under Section 6, Article IX-B of the 1987 Constitution.",LO-013S2014,04/09/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201494_93a7e12c7e.pdf,"Section 6, Article IX-B of the 1987 Constitution",,
730,Request guidance as to the legality of appointment of Ms Violeta Tabugo as Women's Sectoral representative to the Sangguniang Panlungsod of Cotabato City,LO-014S2014,04/09/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201494_986e4d207a.pdf, legality of appointment,,
